"","Date","Run","temp"
"2","20211208","Run1",25.76
"3","20211208","Run2",11.44
"4","20211208","Run3",30.34
"5","20211208","Run4",17.58
"6","20211208","Run5",23.53
"7","20211208","Run6",28.86
"8","20211208","Run7",34.95
"9","20211208","Run8",31.46
"10","20211208","Run9",26.86
"11","20211208","RunA",28.21
"12","20211208","RunB",35.55
"13","20211208","RunC",33.33
