Pact19_S118_L001_R1_001.fastq.gz,NA,NA
Pact19_S118_L002_R1_001.fastq.gz,3432151,2add2156f4cef5b689dd7aa8df4ed58b
Pact20_S119_L001_R1_001.fastq.gz,2265317,0f4033f0f7dd7c64777c87f472dc9a04
Pact20_S119_L002_R1_001.fastq.gz,2324296,bc555bfd1f57a6096aedc5abd5b0abfe
Pact21_S120_L001_R1_001.fastq.gz,2455027,743b8592a217c714e63df024b84be6b9
Pact21_S120_L002_R1_001.fastq.gz,2509711,70985a00de424ce4e9c40d40b0ca97c6
Pact29_S121_L001_R1_001.fastq.gz,2654020,c03cc73a3e94a183bc6b073f65c86c5d
Pact29_S121_L002_R1_001.fastq.gz,2709778,21a188adb3ceb0bf1f4bcafcc2e34c14
Pact30_S122_L001_R1_001.fastq.gz,2794291,70c1aa4d098778a0cd64cd5eaeb074fe
Pact30_S122_L002_R1_001.fastq.gz,2853587,72285e72a43cbffaea30dce4821fa5fd
Pact31_S123_L001_R1_001.fastq.gz,2943985,b9825a2c9a293aa0aab992f96c3bf332
Pact31_S123_L002_R1_001.fastq.gz,3001951,99fdc6dbd68a21e82165c2f0fe22f8a5
Pact39_S124_L001_R1_001.fastq.gz,2737885,723d66b2450836590ced1490b104c23f
Pact39_S124_L002_R1_001.fastq.gz,2793990,62122deb668452865ba0d313193f3013
Pact40_S125_L001_R1_001.fastq.gz,3000554,bfd9ab881671b6de2ce8c1b4ac3ffe7d
Pact40_S125_L002_R1_001.fastq.gz,3068318,a1b6459f3c0ca0a9a74cf5869845c8b5
Pact41_S126_L001_R1_001.fastq.gz,2830039,1b2386ff1f006368bb9c1d7b42965177
Pact41_S126_L002_R1_001.fastq.gz,2880726,ff02e2f0da14f6d7f17620a20bc1d60a
Pact49_S127_L001_R1_001.fastq.gz,2966559,3cd4d2b8714fb3cfb2fb852656a45d04
Pact49_S127_L002_R1_001.fastq.gz,3032731,3fd07b046eaa6b1960225cdca98aafc0
Pact50_S128_L001_R1_001.fastq.gz,2848000,b65e6967007bc903941204c283c4457c
Pact50_S128_L002_R1_001.fastq.gz,2916455,56b91aa3ef68127fcad09fed44090133
Pact51_S129_L001_R1_001.fastq.gz,2382218,5a0afd7c93dd87f2825a36179ddc768e
Pact51_S129_L002_R1_001.fastq.gz,2441998,59f5e13ff0b342a138c348b6d0f007e8
Pact59_S130_L001_R1_001.fastq.gz,2679879,93c966e055849e5b267a32ea18ee8040
Pact59_S130_L002_R1_001.fastq.gz,2732174,bc8e354b18a371059b87c8bae5de1ef2
Pact60_S131_L001_R1_001.fastq.gz,2289936,f7a3069d79c4beca39201e001d3fa55d
Pact60_S131_L002_R1_001.fastq.gz,2337367,31d86b0b4251c60d49c000d907c88c60
Pact66_S132_L001_R1_001.fastq.gz,1953777,e939941b1ba132dae2e541a386b6ccfd
Pact66_S132_L002_R1_001.fastq.gz,1999563,2fec103d5bdc0d2667349a2cebb7bf62
Pact67_S133_L001_R1_001.fastq.gz,2676248,32933346c759c3162c8658a5d247d9d1
Pact67_S133_L002_R1_001.fastq.gz,2726447,d56febdf0cd41909b2aa1d54f4b406ff
Pact68_S134_L001_R1_001.fastq.gz,2647081,1da81fd3f359dc7c05fad4690d22a660
Pact68_S134_L002_R1_001.fastq.gz,2698343,a2ef2248c28bce7814d034c8e647430c
Pact69_S135_L001_R1_001.fastq.gz,1976779,5d8db174bd710b5a29ecbab117eecc8e
Pact69_S135_L002_R1_001.fastq.gz,2023005,42215f0fb3225f2ff0eff20cf735df94
